,question,director,main_entity,image_url
1886,Name a movie directed by this director?,Marisa Silver,this director,./A photo of Marisa Silver
1887,Name a movie directed by this director?,John Putch,this director,./A photo of John Putch
1888,Name a movie directed by this director?,Oxide Pang Chun,this director,./A photo of Oxide Pang Chun
1889,Name a movie directed by this director?,Gábor Csupó,this director,./A photo of Gábor Csupó
1890,Name a movie directed by this director?,Christy Cabanne,this director,./A photo of Christy Cabanne
1891,Name a movie directed by this director?,Jon M. Chu,this director,./A photo of Jon M. Chu
1892,Name a movie directed by this director?,Bob Bowen,this director,./A photo of Bob Bowen
1893,Name a movie directed by this director?,Patty Jenkins,this director,./A photo of Patty Jenkins
1894,Name a movie directed by this director?,Charles Crichton,this director,./A photo of Charles Crichton
1895,Name a movie directed by this director?,Jieho Lee,this director,./A photo of Jieho Lee
1896,Name a movie directed by this director?,Frank Perry,this director,./A photo of Frank Perry
1897,Name a movie directed by this director?,Anna Boden and Ryan Fleck,this director,./A photo of Anna Boden and Ryan Fleck
1898,Name a movie directed by this director?,Steven Quale,this director,./A photo of Steven Quale
1899,Name a movie directed by this director?,Cedric Nicolas-Troyan,this director,./A photo of Cedric Nicolas-Troyan
1900,Name a movie directed by this director?,Søren Kragh-Jacobsen,this director,./A photo of Søren Kragh-Jacobsen
1901,Name a movie directed by this director?,Wang Quan'an,this director,./A photo of Wang Quan'an
1902,Name a movie directed by this director?,Rob Bowman,this director,./A photo of Rob Bowman
1903,Name a movie directed by this director?,Ewan McGregor,this director,./A photo of Ewan McGregor
1904,Name a movie directed by this director?,Wesley Ruggles,this director,./A photo of Wesley Ruggles
1905,Name a movie directed by this director?,Emile Ardolino,this director,./A photo of Emile Ardolino
1906,Name a movie directed by this director?,James Schamus,this director,./A photo of James Schamus
1907,Name a movie directed by this director?,Matthew Ryan Hoge,this director,./A photo of Matthew Ryan Hoge
1908,Name a movie directed by this director?,William Dieterle,this director,./A photo of William Dieterle
1909,Name a movie directed by this director?,Mike Hodges,this director,./A photo of Mike Hodges
1910,Name a movie directed by this director?,Mark Dornford-May,this director,./A photo of Mark Dornford-May
1911,Name a movie directed by this director?,Dick Richards,this director,./A photo of Dick Richards
1912,Name a movie directed by this director?,Pietro Marcello,this director,./A photo of Pietro Marcello
1913,Name a movie directed by this director?,Karan Johar,this director,./A photo of Karan Johar
1914,Name a movie directed by this director?,Jocelyn Moorhouse,this director,./A photo of Jocelyn Moorhouse
1915,Name a movie directed by this director?,Tyler Nilson,this director,./A photo of Tyler Nilson
1916,Name a movie directed by this director?,Ketan Mehta,this director,./A photo of Ketan Mehta
1917,Name a movie directed by this director?,Lynne Ramsay,this director,./A photo of Lynne Ramsay
1918,Name a movie directed by this director?,Rob Cohen,this director,./A photo of Rob Cohen
1919,Name a movie directed by this director?,Tinto Brass,this director,./A photo of Tinto Brass
1920,Name a movie directed by this director?,Elio Petri,this director,./A photo of Elio Petri
1921,Name a movie directed by this director?,Jamie Payne,this director,./A photo of Jamie Payne
1922,Name a movie directed by this director?,Christopher Spencer,this director,./A photo of Christopher Spencer
1923,Name a movie directed by this director?,Madonna,this director,./A photo of Madonna
1924,Name a movie directed by this director?,Herbert Ross,this director,./A photo of Herbert Ross
1925,Name a movie directed by this director?,Renato Castellani,this director,./A photo of Renato Castellani
1926,Name a movie directed by this director?,Sam Dunn,this director,./A photo of Sam Dunn
1927,Name a movie directed by this director?,James Bridges,this director,./A photo of James Bridges
1928,Name a movie directed by this director?,Alan J. Pakula,this director,./A photo of Alan J. Pakula
1929,Name a movie directed by this director?,Shashilal K. Nair,this director,./A photo of Shashilal K. Nair
1930,Name a movie directed by this director?,Hans Horn,this director,./A photo of Hans Horn
1931,Name a movie directed by this director?,Jericca Cleland,this director,./A photo of Jericca Cleland
1932,Name a movie directed by this director?,François Girard,this director,./A photo of François Girard
1933,Name a movie directed by this director?,Joseph Kosinski,this director,./A photo of Joseph Kosinski
1934,Name a movie directed by this director?,Mike Flanagan,this director,./A photo of Mike Flanagan
1935,Name a movie directed by this director?,Susan Stroman,this director,./A photo of Susan Stroman
1936,Name a movie directed by this director?,Baltasar Kormákur,this director,./A photo of Baltasar Kormákur
1937,Name a movie directed by this director?,Grégory Levasseur,this director,./A photo of Grégory Levasseur
1938,Name a movie directed by this director?,Brian Koppelman,this director,./A photo of Brian Koppelman
1939,Name a movie directed by this director?,Roscoe Arbuckle,this director,./A photo of Roscoe Arbuckle
1940,Name a movie directed by this director?,Dzintars Dreibergs,this director,./A photo of Dzintars Dreibergs
1941,Name a movie directed by this director?,Fred C. Newmeyer,this director,./A photo of Fred C. Newmeyer
1942,Name a movie directed by this director?,Buster Keaton,this director,./A photo of Buster Keaton
1943,Name a movie directed by this director?,Jesse Peretz,this director,./A photo of Jesse Peretz
1944,Name a movie directed by this director?,Fisher Stevens,this director,./A photo of Fisher Stevens
1945,Name a movie directed by this director?,Abbas Tyrewala,this director,./A photo of Abbas Tyrewala
1946,Name a movie directed by this director?,Heitor Dhalia,this director,./A photo of Heitor Dhalia
1947,Name a movie directed by this director?,Max Färberböck,this director,./A photo of Max Färberböck
1948,Name a movie directed by this director?,Peter Joseph,this director,./A photo of Peter Joseph
1949,Name a movie directed by this director?,Giulio Ricciarelli,this director,./A photo of Giulio Ricciarelli
1950,Name a movie directed by this director?,Richard T. Heffron,this director,./A photo of Richard T. Heffron
1951,Name a movie directed by this director?,Jon S. Baird,this director,./A photo of Jon S. Baird
1952,Name a movie directed by this director?,Léo Joannon,this director,./A photo of Léo Joannon
1953,Name a movie directed by this director?,Jaco Van Dormael,this director,./A photo of Jaco Van Dormael
1954,Name a movie directed by this director?,Farhad Safinia,this director,./A photo of Farhad Safinia
1955,Name a movie directed by this director?,Elia Kazan,this director,./A photo of Elia Kazan
1956,Name a movie directed by this director?,Alain Cavalier,this director,./A photo of Alain Cavalier
1957,Name a movie directed by this director?,Randy Barbato,this director,./A photo of Randy Barbato
1958,Name a movie directed by this director?,Jay Chou,this director,./A photo of Jay Chou
1959,Name a movie directed by this director?,Jean Eustache,this director,./A photo of Jean Eustache
1960,Name a movie directed by this director?,Henry Levin,this director,./A photo of Henry Levin
1961,Name a movie directed by this director?,Clive Donner,this director,./A photo of Clive Donner
1962,Name a movie directed by this director?,Giuseppe Tornatore,this director,./A photo of Giuseppe Tornatore
1963,Name a movie directed by this director?,Babbar Subhash,this director,./A photo of Babbar Subhash
1964,Name a movie directed by this director?,Tom Wayland,this director,./A photo of Tom Wayland
1965,Name a movie directed by this director?,Raoul Peck,this director,./A photo of Raoul Peck
1966,Name a movie directed by this director?,Lasse Hallström,this director,./A photo of Lasse Hallström
1967,Name a movie directed by this director?,Harry Bradbeer,this director,./A photo of Harry Bradbeer
1968,Name a movie directed by this director?,Michael Ritchie,this director,./A photo of Michael Ritchie
1969,Name a movie directed by this director?,R. Balki,this director,./A photo of R. Balki
1970,Name a movie directed by this director?,Christian Nyby,this director,./A photo of Christian Nyby
1971,Name a movie directed by this director?,Francisco Javier Gutiérrez,this director,./A photo of Francisco Javier Gutiérrez
1972,Name a movie directed by this director?,Leonid Lukov,this director,./A photo of Leonid Lukov
1973,Name a movie directed by this director?,Alan Mak,this director,./A photo of Alan Mak
1974,Name a movie directed by this director?,Álex de la Iglesia,this director,./A photo of Álex de la Iglesia
1975,Name a movie directed by this director?,Ennio de Concini,this director,./A photo of Ennio de Concini
1976,Name a movie directed by this director?,Yoann-Karl Whissell,this director,./A photo of Yoann-Karl Whissell
1977,Name a movie directed by this director?,Luke Wilson,this director,./A photo of Luke Wilson
1978,Name a movie directed by this director?,Paul Helmick,this director,./A photo of Paul Helmick
1979,Name a movie directed by this director?,Lionel Barrymore,this director,./A photo of Lionel Barrymore
1980,Name a movie directed by this director?,Nora Fingscheidt,this director,./A photo of Nora Fingscheidt
1981,Name a movie directed by this director?,Todd Robinson,this director,./A photo of Todd Robinson
1982,Name a movie directed by this director?,Mary McGuckian,this director,./A photo of Mary McGuckian
1983,Name a movie directed by this director?,Perry Henzell,this director,./A photo of Perry Henzell
1984,Name a movie directed by this director?,Melina Matsoukas,this director,./A photo of Melina Matsoukas
1985,Name a movie directed by this director?,Zhang Li,this director,./A photo of Zhang Li
1986,Name a movie directed by this director?,Elem Klimov,this director,./A photo of Elem Klimov
1987,Name a movie directed by this director?,L. Q. Jones,this director,./A photo of L. Q. Jones
